It took 23.9388029575 seconds to calculate the Mandelbrot graph.
It took 0.235138893127 seconds to dump the image.
         558867 function calls (553552 primitive calls) in 24.738 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.001    0.001 image.py:630(set_data)
      119    0.000    0.000    0.001    0.000 transforms.py:1281(__add__)
       64    0.000    0.000    0.001    0.000 stride_tricks.py:208(broadcast_arrays)
     1261    0.001    0.000    0.001    0.000 {method 'update' of 'dict' objects}
     2545    0.001    0.000    0.001    0.000 colors.py:231(<genexpr>)
        1    0.000    0.000    0.001    0.001 __init__.py:1370(safe_masked_invalid)
        1    0.000    0.000    0.001    0.001 version.py:27(<module>)
      285    0.000    0.000    0.001    0.000 figure.py:58(_stale_figure_callback)
       12    0.000    0.000    0.001    0.000 backend_agg.py:146(draw_path)
       27    0.000    0.000    0.001    0.000 core.py:181(iter_style_files)
       84    0.000    0.000    0.001    0.000 lines.py:1182(set_markerfacecoloralt)
  270/160    0.000    0.000    0.001    0.000 {issubclass}
      131    0.000    0.000    0.001    0.000 deprecation.py:197(finalize)
        2    0.001    0.000    0.001    0.001 function_base.py:1(<module>)
     1538    0.001    0.000    0.001    0.000 {hasattr}
      120    0.000    0.000    0.001    0.000 fromnumeric.py:3373(round_)
        1    0.000    0.000    0.001    0.001 _base.py:980(_gen_axes_spines)
       12    0.001    0.000    0.001    0.000 {method 'draw_path' of 'matplotlib.backends._backend_agg.RendererAgg' objects}
     1041    0.001    0.000    0.001    0.000 transforms.py:88(__init__)
       66    0.001    0.000    0.001    0.000 shape_base.py:599(column_stack)
        1    0.000    0.000    0.001    0.001 difflib.py:27(<module>)
       12    0.000    0.000    0.001    0.000 genericpath.py:23(exists)
        1    0.001    0.001    0.001    0.001 fftpack.py:32(<module>)
        1    0.001    0.001    0.001    0.001 threading.py:1(<module>)
       30    0.000    0.000    0.001    0.000 getlimits.py:43(<lambda>)
      436    0.001    0.000    0.001    0.000 {numpy.dot}
        2    0.000    0.000    0.001    0.001 colors.py:930(__call__)
      119    0.000    0.000    0.001    0.000 transforms.py:2577(composite_transform_factory)
       44    0.000    0.000    0.001    0.000 core.py:146(get_object_signature)
        4    0.000    0.000    0.001    0.000 spines.py:485(linear_spine)
        1    0.001    0.001    0.001    0.001 transforms.py:1238(Transform)
        1    0.000    0.000    0.001    0.001 __init__.py:593(to_filehandle)
      233    0.001    0.000    0.001    0.000 pyparsing.py:1394(__init__)
      193    0.000    0.000    0.001    0.000 transforms.py:1788(transform)
     3740    0.001    0.000    0.001    0.000 {method 'lower' of 'str' objects}
        1    0.001    0.001    0.001    0.001 six.py:21(<module>)
      180    0.000    0.000    0.001    0.000 text.py:840(get_unitless_position)
        5    0.000    0.000    0.001    0.000 warnings.py:67(filterwarnings)
      120    0.000    0.000    0.001    0.000 fromnumeric.py:2940(around)
        1    0.000    0.000    0.001    0.001 _add_newdocs.py:6628(numeric_type_aliases)
       16    0.000    0.000    0.001    0.000 __init__.py:1574(getLogger)
       83    0.000    0.000    0.001    0.000 pyparsing.py:3854(__init__)
       26    0.000    0.000    0.001    0.000 core.py:6567(__init__)
       18    0.001    0.000    0.001    0.000 _add_newdocs.py:6629(type_aliases_gen)
      198    0.001    0.000    0.001    0.000 threading.py:147(acquire)
      614    0.001    0.000    0.001    0.000 artist.py:288(pchanged)
      139    0.000    0.000    0.001    0.000 transforms.py:2396(__init__)
     4785    0.001    0.000    0.001    0.000 {method 'strip' of 'unicode' objects}
      136    0.000    0.000    0.001    0.000 fromnumeric.py:2512(amin)
  245/129    0.000    0.000    0.001    0.000 pyparsing.py:236(_ustr)
        1    0.001    0.001    0.001    0.001 {method 'read' of 'file' objects}
        8    0.000    0.000    0.001    0.000 ticker.py:738(_set_format)
        1    0.000    0.000    0.001    0.001 random.py:91(__init__)
     33/5    0.000    0.000    0.001    0.000 pyparsing.py:3912(streamline)
        1    0.000    0.000    0.001    0.001 _color_data.py:1(<module>)
        1    0.000    0.000    0.001    0.001 random.py:100(seed)
        6    0.000    0.000    0.001    0.000 patches.py:49(__init__)
       16    0.000    0.000    0.001    0.000 __init__.py:1032(getLogger)
       84    0.000    0.000    0.001    0.000 lines.py:1057(set_linestyle)
     24/4    0.000    0.000    0.001    0.000 pyparsing.py:4014(streamline)
       26    0.000    0.000    0.001    0.000 core.py:6572(getdoc)
        3    0.000    0.000    0.001    0.000 backend_agg.py:446(get_renderer)
      138    0.000    0.000    0.001    0.000 fromnumeric.py:2397(amax)
       37    0.000    0.000    0.001    0.000 transforms.py:2023(rotate_deg)
      158    0.001    0.000    0.001    0.000 {method 'findall' of '_sre.SRE_Pattern' objects}
        1    0.000    0.000    0.001    0.001 texmanager.py:34(<module>)
        1    0.001    0.001    0.001    0.001 backend_tools.py:12(<module>)
      197    0.000    0.000    0.001    0.000 transforms.py:1868(transform_affine)
        1    0.001    0.001    0.001    0.001 path.py:10(<module>)
     1372    0.001    0.000    0.001    0.000 sre_parse.py:150(append)
        4    0.000    0.000    0.001    0.000 spines.py:42(__init__)
        1    0.000    0.000    0.001    0.001 pyplot.py:1939(get_plot_commands)
      300    0.001    0.000    0.001    0.000 rcsetup.py:127(validate_bool)
       36    0.001    0.000    0.001    0.000 {method 'draw_text_image' of 'matplotlib.backends._backend_agg.RendererAgg' objects}
     20/6    0.000    0.000    0.001    0.000 pyparsing.py:4443(parseImpl)
       72    0.000    0.000    0.001    0.000 ticker.py:566(__call__)
        1    0.001    0.001    0.001    0.001 {function seed at 0x113e03230}
        8    0.000    0.000    0.001    0.000 axis.py:2202(_get_pixel_distance_along_axis)
       15    0.000    0.000    0.001    0.000 arrayprint.py:1499(_array_str_implementation)
        2    0.000    0.000    0.001    0.000 axis.py:1939(_update_offset_text_position)
        1    0.000    0.000    0.001    0.001 __init__.py:10(<module>)
        1    0.000    0.000    0.001    0.001 cm.py:85(<dictcomp>)
        1    0.000    0.000    0.001    0.001 artist.py:1176(get_setters)
       25    0.000    0.000    0.001    0.000 core.py:2931(__array_finalize__)
      722    0.001    0.000    0.001    0.000 {method 'format' of 'str' objects}
      286    0.001    0.000    0.001    0.000 transforms.py:169(set_children)
        2    0.000    0.000    0.001    0.000 figure.py:473(_set_dpi)
      281    0.000    0.000    0.001    0.000 {all}
      375    0.001    0.000    0.001    0.000 sre_compile.py:428(_simple)
      300    0.000    0.000    0.001    0.000 font_manager.py:960(_json_decode)
       94    0.000    0.000    0.001    0.000 {method 'all' of 'numpy.ndarray' objects}
       28    0.001    0.000    0.001    0.000 cycler.py:349(by_key)
       72    0.000    0.000    0.001    0.000 axis.py:311(set_label1)
       28    0.000    0.000    0.001    0.000 text.py:263(update_from)
       62    0.000    0.000    0.001    0.000 transforms.py:350(xmin)
       75    0.000    0.000    0.001    0.000 cm.py:51(_reverse_cmap_spec)
        2    0.001    0.000    0.001    0.000 {method 'draw_image' of 'matplotlib.backends._backend_agg.RendererAgg' objects}
        1    0.000    0.000    0.001    0.001 texmanager.py:83(TexManager)
        1    0.001    0.001    0.001    0.001 mimetools.py:1(<module>)
       15    0.001    0.000    0.001    0.000 arrayprint.py:463(wrapper)
       50    0.000    0.000    0.001    0.000 axis.py:510(update_position)
     3920    0.001    0.000    0.001    0.000 artist.py:715(get_animated)
        1    0.000    0.000    0.001    0.001 main.py:1(<module>)
       92    0.000    0.000    0.001    0.000 __init__.py:588(is_numlike)
       72    0.000    0.000    0.001    0.000 axis.py:322(set_label2)
        5    0.001    0.000    0.001    0.000 {numpy.copyto}
       19    0.000    0.000    0.001    0.000 transforms.py:2043(rotate_deg_around)
        3    0.000    0.000    0.001    0.000 numeric.py:175(ones)
       75    0.000    0.000    0.001    0.000 font_manager.py:1020(make_rcparams_key)
       50    0.000    0.000    0.001    0.000 axis.py:633(update_position)
       37    0.000    0.000    0.001    0.000 transforms.py:2007(rotate)
     23/7    0.000    0.000    0.001    0.000 pyparsing.py:4468(streamline)
      423    0.001    0.000    0.001    0.000 {method 'copy' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.001    0.001 pyplot.py:416(figure)
      152    0.000    0.000    0.001    0.000 font_manager.py:994(_normalize_font_family)
      313    0.000    0.000    0.001    0.000 artist.py:184(convert_xunits)
       32    0.000    0.000    0.001    0.000 ticker.py:1871(_staircase)
        1    0.000    0.000    0.001    0.001 version.py:63(StrictVersion)
      185    0.000    0.000    0.001    0.000 artist.py:612(set_figure)
       10    0.001    0.000    0.001    0.000 {method 'format' of 'unicode' objects}
       40    0.000    0.000    0.001    0.000 transforms.py:833(from_extents)
       84    0.001    0.000    0.001    0.000 docstring.py:44(__call__)
        4    0.000    0.000    0.001    0.000 spines.py:164(register_axis)
     1085    0.001    0.000    0.001    0.000 _weakrefset.py:70(__contains__)
       84    0.000    0.000    0.001    0.000 artist.py:858(_update_property)
     1775    0.001    0.000    0.001    0.000 sre_parse.py:138(__len__)
       94    0.000    0.000    0.001    0.000 _methods.py:45(_all)
       68    0.000    0.000    0.001    0.000 font_manager.py:726(__eq__)
        1    0.001    0.001    0.001    0.001 __init__.py:24(<module>)
        1    0.001    0.001    0.001    0.001 ticker.py:165(<module>)
       76    0.001    0.000    0.001    0.000 sre_compile.py:411(_mk_bitmap)
      963    0.001    0.000    0.001    0.000 {method 'items' of 'dict' objects}
        1    0.000    0.000    0.001    0.001 markers.py:84(<module>)
        1    0.000    0.000    0.001    0.001 _type_aliases.py:24(<module>)
        1    0.001    0.001    0.001    0.001 bisect.py:1(<module>)
        1    0.001    0.001    0.001    0.001 backend_agg.py:95(__init__)
       72    0.000    0.000    0.001    0.000 transforms.py:1840(frozen)
       36    0.000    0.000    0.001    0.000 lines.py:706(_get_transformed_path)
      178    0.000    0.000    0.001    0.000 threading.py:215(__exit__)
        1    0.001    0.001    0.001    0.001 __init__.py:5(<module>)
      397    0.000    0.000    0.001    0.000 numeric.py:541(asanyarray)
      387    0.001    0.000    0.001    0.000 {method 'join' of 'unicode' objects}
      140    0.000    0.000    0.001    0.000 axis.py:331(_set_artist_props)
        1    0.000    0.000    0.001    0.001 __init__.py:71(search_function)
    32/16    0.000    0.000    0.001    0.000 transforms.py:2506(inverted)
       21    0.000    0.000    0.001    0.000 markers.py:710(_set_tickright)
        1    0.000    0.000    0.001    0.001 backend_bases.py:153(new_figure_manager)
       67    0.000    0.000    0.001    0.000 pyparsing.py:4425(__init__)
      158    0.000    0.000    0.001    0.000 artist.py:303(set_transform)
       81    0.000    0.000    0.001    0.000 {method 'max' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.001    0.001 patches.py:3157(ArrowStyle)
       18    0.000    0.000    0.001    0.000 abc.py:105(register)
       57    0.000    0.000    0.001    0.000 linecache.py:47(checkcache)
        1    0.000    0.000    0.001    0.001 extras.py:10(<module>)
       72    0.000    0.000    0.001    0.000 pyparsing.py:1774(set)
       36    0.000    0.000    0.001    0.000 lines.py:691(_transform_path)
        1    0.000    0.000    0.001    0.001 category.py:13(<module>)
        4    0.000    0.000    0.001    0.000 spines.py:176(cla)
      288    0.000    0.000    0.001    0.000 pyplot.py:566(_auto_draw_if_interactive)
        1    0.000    0.000    0.001    0.001 patches.py:1944(BoxStyle)
       63    0.000    0.000    0.001    0.000 text.py:178(update)
       27    0.000    0.000    0.001    0.000 posixpath.py:365(abspath)
       49    0.000    0.000    0.001    0.000 {method 'min' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.001    0.001 _mathtext_data.py:3(<module>)
      198    0.001    0.000    0.001    0.000 threading.py:187(release)
  263/261    0.001    0.000    0.001    0.000 pyparsing.py:554(__init__)
       21    0.000    0.000    0.001    0.000 markers.py:724(_set_tickdown)
        1    0.000    0.000    0.001    0.001 urllib2.py:852(AbstractBasicAuthHandler)
    28/27    0.000    0.000    0.001    0.000 transforms.py:1070(get_points)
        6    0.000    0.000    0.001    0.000 colors.py:899(process_value)
      168    0.000    0.000    0.001    0.000 lines.py:1025(_split_drawstyle_linestyle)
       53    0.000    0.000    0.001    0.000 core.py:892(__init__)
     13/9    0.000    0.000    0.001    0.000 __init__.py:408(wrapper)
        1    0.000    0.000    0.001    0.001 util.py:1(<module>)
        2    0.000    0.000    0.001    0.000 _base.py:1539(apply_aspect)
       83    0.000    0.000    0.001    0.000 pyparsing.py:2812(__init__)
        1    0.000    0.000    0.001    0.001 scale.py:1(<module>)
        1    0.001    0.001    0.001    0.001 core.py:2331(masked_invalid)
        9    0.000    0.000    0.001    0.000 collections.py:50(__init__)
      156    0.000    0.000    0.001    0.000 transforms.py:2278(get_affine)
  515/281    0.001    0.000    0.001    0.000 transforms.py:2458(_get_is_affine)
        1    0.000    0.000    0.001    0.001 encoder.py:2(<module>)
       70    0.000    0.000    0.001    0.000 artist.py:963(update_from)
       32    0.000    0.000    0.001    0.000 shape_base.py:286(hstack)
       10    0.000    0.000    0.001    0.000 fromnumeric.py:1903(clip)
       81    0.000    0.000    0.001    0.000 _methods.py:26(_amax)
       64    0.001    0.000    0.001    0.000 stride_tricks.py:185(_broadcast_shape)
     1225    0.001    0.000    0.001    0.000 {method 'find' of 'bytearray' objects}
       19    0.000    0.000    0.001    0.000 patches.py:301(_set_facecolor)
      144    0.000    0.000    0.001    0.000 transforms.py:2478(transform_non_affine)
       16    0.000    0.000    0.001    0.000 ticker.py:1852(_validate_steps)
       21    0.000    0.000    0.001    0.000 markers.py:704(_set_tickleft)
      223    0.000    0.000    0.001    0.000 text.py:1161(set_text)
       31    0.000    0.000    0.001    0.000 posixpath.py:336(normpath)
       42    0.000    0.000    0.001    0.000 pyparsing.py:946(copy)
        1    0.001    0.001    0.001    0.001 widgets.py:10(<module>)
  116/112    0.000    0.000    0.001    0.000 spines.py:436(get_spine_transform)
      437    0.001    0.000    0.001    0.000 {method 'mro' of 'type' objects}
       84    0.000    0.000    0.001    0.000 lines.py:715(set_transform)
      108    0.000    0.000    0.001    0.000 lines.py:894(_get_markerfacecolor)
       36    0.000    0.000    0.001    0.000 pyparsing.py:2854(__init__)
       49    0.000    0.000    0.001    0.000 _methods.py:30(_amin)
      723    0.000    0.000    0.001    0.000 six.py:606(iteritems)
        2    0.000    0.000    0.001    0.000 _base.py:3071(set_xlim)
        1    0.000    0.000    0.001    0.001 markers.py:111(MarkerStyle)
       39    0.000    0.000    0.001    0.000 _inspect.py:142(formatargspec)
        1    0.000    0.000    0.001    0.001 artist.py:1065(ArtistInspector)
        1    0.000    0.000    0.001    0.001 _cm_listed.py:1(<module>)
        1    0.000    0.000    0.001    0.001 figure.py:283(__init__)
     1953    0.001    0.000    0.001    0.000 {min}
        1    0.000    0.000    0.001    0.001 image.py:843(set_extent)
        3    0.000    0.000    0.001    0.000 core.py:5565(min)
        1    0.000    0.000    0.001    0.001 runner.py:1(<module>)
       84    0.000    0.000    0.001    0.000 lines.py:632(set_data)
